title,author,description,url,article_text,date_published,date_modified,source,classification,label
Uber swings to surprise profit as ridership reaches new record,Bloomberg,"Uber Technologies Inc. reported better-than-expected net income, boosted by record ridership volumes, offering evidence the ride-hailing giant is officially moving beyond its cash-burning startup past and making progress on its profitability goals.",https://www.moneycontrol.com/news/business/companies/uber-swings-to-surprise-profit-as-ridership-reaches-new-record-11075681.html,"The company generated a net income of $394 million in the second quarter, far surpassing the loss of $49.2 million analysts were expecting, thanks in large part to unrealized gains in equity investments. The company also generated its first-ever operating profit according to generally accepted accounting principles, of $326 million, and recorded a free cash flow of $1.14 billion. The shares rose about 3.7% in premarket trading in New York. “Both of these milestones were achieved through a combination of disciplined execution, record audience, and strong engagement,” Chief Executive Officer Dara Khosrowshahi said in prepared remarks. He added that the company was “well-positioned to sustain strong, incremental profit generation.” Uber projected gross bookings of $34 billion to $35 billion in the current quarter and adjusted earnings before interest, tax, depreciation and amortization of $975 million to $1 billion, both beating analysts’ forecasts. The company also announced that Chief Financial Officer Nelson Chai is stepping down effective Jan. 5, marking one of the most high-profile departures since the company went public in 2019.  A search for his replacement is underway. “When I joined the company in 2018, Dara asked me to lead the financial transformation of the company,” Chai said in a statement. “As you can see from our Q2 results, that transformation has occurred. I am very proud of the great work we have all accomplished and thank Dara for his partnership.” Chai’s pending departure comes as Uber is maturing into a broader and more stable company. Uber’s business has remained largely unscathed from elevated inflation rates as customers are still willing to pay a premium for the convenience of hailing a ride and getting food delivered to their door. After struggling with a driver shortage that caused fares and wait times to increase, Uber has managed to get its driver supply above pre-pandemic levels  — it was up 33% in the second quarter compared with last year. Uber has focused on adding new features and products to the app including a teen rides program, the ability to book group and guest rides, video gift messaging and a boat service. The number of trips, which jumped 26% in the quarter, gross bookings and active drivers in the mobility unit all hit record highs, the company said. San Francisco-based Uber shares have doubled in the last year, a stark divergence in performance from Lyft Inc., which has struggled to fully recover from the effects of Covid-19. Unlike Uber, Lyft only operates in North America and doesn’t have a food-delivery unit. Earlier this year, Uber’s crosstown rival installed a new chief executive officer and lowered prices to stem market share losses to Uber. Uber accounted for 74% of the US consumer ride-share sales at the end of June, while Lyft had 26%, according to Bloomberg Second Measure. When the pandemic crushed demand for rides, Uber’s decision to focus on Uber Eats helped it gain a foothold in the meal delivery sector which has continued to grow, even as indoor dining has resumed. Uber Eats generated $3.06 billion in revenue, slightly below Wall Street’s estimates, but better-than-expected adjusted Ebitda of $329 million as the unit benefitted from advertising. Customers seem to have been undeterred by higher prices for food, with delivery frequency at an all-time high of four monthly orders per eater, up 8% from a year earlier. Total revenue jumped 14% to $9.2 billion during the period, the company said in a statement Tuesday. That narrowly missed the $9.3 billion analysts were expecting, according to data compiled by Bloomberg. Uber generated $33.6 billion in gross bookings, which include ride-hailing, food delivery and freight. That was up 16% from a year earlier and beat the $33.5 billion Wall Street had forecast.",2023-08-01T18:13:32+05:30,2023-08-01T18:16:13+05:30,,"Market-Moving  
Reason: The company's significant earnings surprise and first-ever operating profit materially change investor expectations and likely trigger immediate trading activity.",Market-Moving
"Metro Brands Q1: Net profit falls 11.6% to Rs 93.5 crore, revenue up 14.6%",Moneycontrol News,"The company has opened 27 new stores, expanding its presence to 182 cities with 8 new cities covered in Q1 FY 2023 -24.",https://www.moneycontrol.com/news/business/earnings/metro-brands-q1-net-profit-falls-11-6-to-rs-93-5-crore-revenue-up-14-6-11071381.html,"on 1 August reported a consolidated net profit of Rs 93.50 crore for the June quarter of FY24, down 11.6 percent from Rs 105.78 crore in the same quarter last year. The total revenue of the company stood at Rs 582.52 crore, rising 14.6 percent from Rs 507.95 crore registered in the year-ago quarter, the company said in a regulatory filing. ""I am pleased with our results as we finally entered a normalized quarter for the retail business. We experienced remarkable growth, surpassing pre-pandemic performance by 82 percent."" said Mr. Nissan Joseph, CEO, Metro Brands Limited. The company's e-commerce segment registered its highest ever quarterly sales with 63 percent growth over last year and a CAGR of 71 percent over the last 4 years, the company said in a press release. The company has opened 27 new stores, expanding its presence to 182 cities with 8 new cities covered in Q1 FY 2023 -24. As of June 30, 2023, the Company operated 766 Stores across 182 cities spread across 31 states and union territories in India. The company remains dedicated to continuous growth, seeking opportunities to create value for both customers and shareholders. On 1 August, share price of Metro Brands closed 0.92 percent higher at Rs 1043.55 on NSE. ",2023-08-01T19:09:35+05:30,2023-08-01T19:26:57+05:30,,"Non-Market-Moving  
Reason: The reported earnings decline is in line with expectations and does not provide new, unexpected information that would significantly alter investor sentiment.",Non-Market-Moving
NCDEX to revise trading hours for commodity derivatives from August 14: Details here,Moneycontrol News,"The trading hours will be readjusted to 10 am-5 pm, and the client code modification timings have been revised to 10 am-5:15 pm.",https://www.moneycontrol.com/news/business/markets/ncdex-to-revise-trading-hours-for-commodity-derivatives-from-august-14-details-here-11075911.html,"The National Commodity & Derivatives Exchange Ltd (NCDEX) on August 1 announced that it would be revising the trading hours for the commodity derivatives segment from August 14 onwards. ""The trade timings and client code modification timings at the exchange shall be revised with effect from Monday, August 14, 2023 till further notice,"" stated in a circular. Currently, the trading timing in the segment is between 9 am and 5 pm. Following the revision, the timing will be changed to 10 am to 5 pm. The revised timing for client code modification will be 10 am to 5:15 pm, NCDEX stated, further noting that ""the pre-Open session shall be from 9:45 am to 10.00 am for all commodities"". The exchange was recently in the news after jeera (cumin) futures topped Rs 60,000 a quintal in mid-July. The prices have gained by 90 percent so far on NCDEX this year. The exchange also resumed futures contracts in groundnut (in shell) last month, after a gap of 13 years. NCDEX was incorporated in April 2003 as a public limited company and commenced operations in December that year as a recognised association under The Forward Contracts (Regulation) Act, 1952. Its key shareholders include Life Insurance Corporation of India (LIC), National Bank for Agriculture and Rural Development (NABARD), National Stock Exchange of India Limited (NSE), Canara Bank, Punjab National Bank (PNB), and Indian Farmers Fertiliser Cooperative Limited.",2023-08-01T19:13:12+05:30,2023-08-01T19:13:12+05:30,,"Non-Market-Moving  
Reason: The announcement of revised trading hours is routine information that is unlikely to materially change investor expectations or trigger immediate trading actions.",Non-Market-Moving
Hero MotoCorp falls 3% after ED raids Pawan Munjal's residence,Veer Sharma,Directorate of Revenue Intelligence apprehended a close associate of Pawan Munjal for carrying undeclared foreign currency.,https://www.moneycontrol.com/news/business/markets/hero-motocorp-falls-3-after-ed-raids-pawan-munjals-residence-11073841.html,"Hero MotoCorp Limited shares closed 3.24 percent lower at Rs 3,100 on August 1. The drop comes after the Enforcement Directorate (ED) conducted raids at the residence of Pawan Munjal, Chairman of Hero MotoCorp, after taking cognisance of a Directorate of Revenue Intelligence (DRI) case, CNBC TV-18 reported on August 1. Recently, the Directorate of Revenue Intelligence (DRI) apprehended a close associate of Pawan Munjal for carrying undeclared foreign currency. Sources told CNBC-TV18 that a Prevention of Money Laundering Act (PMLA) case has been registered against Munjal. ""The development is certainly a blow for the company. It is a corporate governance issue as promoter is himself charged,"" Varun Baxi, an analyst at Nirmal Bang told Moneycontrol. ""I feel the stock will remain under pressure in the coming days. The company is anyway the weakest among 2-3 wheeler companies."" As for the Q1 results, Baxi said that results shall remain unaffected. Moneycontrol reported on June 15 that Hero Motocorp, a leading domestic automobile company, was under the scrutiny of the government, with the Ministry of Corporate Affairs (MCA) initiating an investigation against it. The MCA's probe comes in response to a previous investigation conducted by the Income Tax department into specific transactions undertaken by Hero Motocorp. On June 17, Hero MotoCorp made an official statement to the stock exchanges confirming that they have been contacted by the ministry, which is seeking specific information from the company. In a previous development, in March last year, the Income Tax department had collected evidence that indicated Hero MotoCorp's involvement in various financial irregularities. These included the booking of bogus purchases, significant unaccounted cash expenditures, and obtaining accommodation entries, which altogether amounted to over Rs 1,000 crore.",2023-08-01T19:32:51+05:30,2023-08-01T19:56:38+05:30,,"Market-Moving  
Reason: The raids on the Chairman's residence by the Enforcement Directorate represent unexpected legal issues that could significantly impact investor sentiment and the company's operations.",Market-Moving
"Stock markets mostly drop, dollar firms",AFP,"European stock markets retreated, hit by weak manufacturing data across the region.",https://www.moneycontrol.com/news/business/markets/stock-markets-mostly-drop-dollar-firms-11076101.html,"US and European stock markets mostly slid on Tuesday as investors reacted to macroeconomic data and corporate earnings, while the dollar firmed. Wall Street opened mostly lower after ending Monday with gains, including with the S&P 500 at a 16-month high. ""The party line coming into the month is much the same: the stock market looks overbought on a short-term basis and is due for a pullback,"" said market analyst Patrick O'Hare at Briefing.com. ""That's the party line. It doesn't mean the stock market will get in line with that line, but that's the prevailing driver of the weakness in the equity futures market this morning,"" he added. European stock markets retreated, hit by weak manufacturing data across the region. ""European shares are flashing red amid the market caution with risk appetite taking another hit thanks to disappointing manufacturing activity data,"" noted Lukman Otunuga, senior market analyst at FXTM. This offset optimism that other central banks would shortly follow Australia in bringing an end to the policy of raising interest rates, as inflation cools. Australia left its key interest rate unchanged at 4.1 percent on Tuesday, the second pause in a row. Analysts said that the Bank of England could carry out a final rate hike Thursday, while the Federal Reserve is increasingly seen as pausing in September. The outlook is less clear for the European Central Bank. The dollar rose against major rivals. ""The greenback has found renewed strength in recent days thanks to data highlighting the resilience of the world’s largest economy, where signs of disinflation have been offset by strength in consumption, suggesting that a severe recession can be avoided, even with interest rates at 5.5 percent,"" said market analyst Fawad Razaqzada at City Index and FOREX.com. Major Asian stock markets closed mixed as investors struggled to maintain early gains fanned by hopes the Fed's interest-rate hiking campaign had run its course. Positive data out of Washington in recent weeks, particularly falling inflation, has been compounded by China's recent promises of stimulus measures to kickstart growth, as the country's post-Covid recovery grinds to a halt. Traders are now keeping a close eye on earnings this week from tech titans Apple and Amazon, and US jobs data at the end of the week that could provide an idea about the Fed's thinking. ""The challenges companies have endured -- stubborn inflation, weak markets, and sluggishness internationally -- are no longer headwinds,"" said Michael Wilson at Morgan Stanley. ""Now, we're not only seeing tailwinds heading into 2024, but we're getting less disruptive reactions in the stock market following earnings reports."" - Key figures around 1330 GMT - New York - Dow: FLAT at 35,573.14 points London - FTSE 100: DOWN 0.2 percent at 7,684.22 Frankfurt - DAX: DOWN 0.8 percent at 16,309.63 Paris - CAC 40: DOWN 0.9 percent at 7,433.13 EURO STOXX 50: DOWN 1.0 percent at 4,428.53 Tokyo - Nikkei 225: UP 0.9 percent at 33,476.58 (close) Hong Kong - Hang Seng Index: DOWN 0.3 percent at 20,011.12 (close) Shanghai - Composite: FLAT at 3,290.95 (close) Euro/dollar: DOWN at $1.0979 from $1.0997 on Monday Pound/dollar: DOWN at $1.2776 from $1.2834 Euro/pound: UP at 85.92 from 85.67 pence Dollar/yen: UP at 143.18 yen from 142.28 yen West Texas Intermediate: DOWN 0.8 percent at $81.13 per barrel Brent North Sea crude: DOWN 0.8 percent at $84.78 per barrel",2023-08-01T19:43:12+05:30,2023-08-01T19:43:12+05:30,,"Non-Market-Moving  
Reason: The article discusses routine market movements and investor sentiment without presenting new, unexpected information that would materially change expectations.",Non-Market-Moving
Pfizer trims 2023 revenue outlook as profits tumble,AFP,,https://www.moneycontrol.com/news/business/earnings/pfizer-trims-2023-revenue-outlook-as-profits-tumble-11076131.html,"Pfizer reported a steep drop in profits Tuesday on much lower Covid-related revenues as it curtailed its full-year sales outlook, in part due to tornado damage to a key manufacturing facility. Profits in the second quarter were $2.3 billion, down 77 percent as revenues fell 54 percent to $12.7 billion. Quarterly revenues for Pfizer's Covid-19 vaccine and Paxlovid therapeutic were $1.6 billion, far below the $16.9 billion in the year-ago period. The drugmaker pointed to a ""few near-term individual product revenue"" challenges as it trimmed its full-year sales forecast. These include US approval for a drug combination for prostate cancer and a needed recommendation on the Abrysvo vaccine from the US Centers for Disease Control and Prevention. Pfizer also cited recent tornado damage to a North Carolina manufacturing facility as a drag on near-term results. The tornado slammed Pfizer's Rocky Mount plant on July 19, which accounts for manufacturing nearly 25 percent of company sterile injectables. Pfizer said most of the damage was to a warehouse, which stores raw materials and finished medicines awaiting release by quality assurance. The pharmaceutical giant now expects full-year revenue growth of six to eight percent in 2023, excluding Covid programs. That's down one percent from the prior range. On Covid, Chief Financial Officer David Denton said the environment ""continues to evolve rapidly and remains highly unpredictable,"" according to a company press release. ""In spite of this uncertainty the company is maintaining its focus on ensuring successful fall vaccinations during the respiratory infection season,"" Denton said. Pfizer said its acquisition of biotechnology company Seagen remains on track. The company is in touch with regulators and expects the deal to close in late 2023 or early 2024. Shares of Pfizer fell 1.2 percent to $35.64 in pre-market trading.",2023-08-01T19:48:19+05:30,2023-08-01T19:48:19+05:30,,"Market-Moving  
Reason: The significant drop in profits and the lowered sales outlook due to unexpected factors like tornado damage materially changes investor expectations and could trigger immediate trading reactions.",Market-Moving
Diageo lifts profits on higher prices,AFP,Diageo said profit after tax rose to £3.73 billion ($4.76 billion) in its financial year to the end of June from £3.25 billion in 2021/22.,https://www.moneycontrol.com/news/business/earnings/diageo-lifts-profits-on-higher-prices-11076171.html,"Alcoholic drinks giant Diageo, maker of Guinness stout, Smirnoff vodka and Johnnie Walker whisky, said Tuesday that its annual net profit increased 15 percent as higher prices offset falling sales. Faced with higher costs for raw materials, wages and other items as inflation soared, companies have for months hiked prices of goods and services. Diageo said profit after tax rose to £3.73 billion ($4.76 billion) in its financial year to the end of June from £3.25 billion in 2021/22. While revenue climbed 11 percent to £17.1 billion, Diageo saw volume of sales drop seven percent, it added in an earnings statement. ""Looking ahead... I expect operating environment challenges to persist, with continued cost-pressure and ongoing geopolitical and macroeconomic uncertainty,"" said new group chief executive Debra Crew. She replaced long-serving boss Ivan Menezes earlier than expected following his death in June in the wake of surgery on a stomach ulcer. Diageo's share price dipped following the earnings update in London afternoon deals. ""While alcohol tends to offer resilience against macroeconomic pressures, cost inflation and global uncertainty continue to be headwinds to be mindful of for Diageo,"" noted Victoria Scholar, head of investment at Interactive Investor. Also in June, Diageo ended its relationship with Sean ""Diddy"" Combs after the US rapper accused it of neglecting their business agreement and racism. The British multinational claimed he had misrepresented a business dispute.",2023-08-01T19:51:58+05:30,2023-08-01T19:51:58+05:30,,"Non-Market-Moving  
Reason: The profit increase was expected due to price hikes and does not represent new, unexpected information that would change investor expectations significantly.",Non-Market-Moving
"Tata Motors aims for one lakh EV sales in FY24, says top executive",Veer Sharma,"Tata Motors has sought incentives for its Tiago EV under the government’s production-linked incentive scheme. The firm has applied for all variants of the Tiago, which recently hit a sales milestone of 10,000 units",https://www.moneycontrol.com/news/business/earnings/tata-motors-aims-for-one-lakh-ev-sales-in-fy24-says-top-executive-11041651.html,"Tata Motors, India's leading electric vehicle (EV) manufacturer, is eyeing to sell about one lakh electric cars by the end of the year, PB Balaji, group CFO told reporters during the earnings call of the first quarter. The Mumbai-headquartered automobile major sold 19,000 EV units in the first quarter. EVs, in the first quarter, registered a 104 percent increase YoY and the segment accounted for Rs 2,400 crore in revenue of the total passenger vehicle sales for the company. In the June quarter, the company sold 19,000 EV units compared to 9,000 units sold in the same period last year. Overall, the consolidated EBITDA or earnings before interest, tax, depreciation, and amortization declined by 80 basis points (bps). The company said that margins declined mainly due to two reasons. Firstly, Indian Premier League showcased Tata Tiago on full blast which gave the company a heavy order intake, and that will not be there in the second half of the year. Second, the cost of lithium in batteries has largely been elevated in the last nine months. However, the management is seeing a reduction in prices from the current quarter onwards. The company has also been taking strides as far as availing subsidies is concerned. Tata Motors has sought incentives for its Tiago EV under the government’s production-linked incentive (PLI) scheme. The firm has applied for all variants of the Tiago, which recently hit a sales milestone of 10,000 units. ""The Automotive Research Association of India certification is done. We are now in the process of filing paperwork and we expect to get the approval from the government in the next one or two months,"" Balaji announced. The certification also gains significance because its rival, Mahindra and Mahindra (M&M) recently became the first automobile company to receive the PLI certificate. The Rs. 25,938-crore scheme was launched in September 2021. Original equipment manufacturers or OEMs were to be given incentives in order to boost production and employability in the country. Furthermore, the company's hatchback segment has declined by 2.4 percent to 32 percent for the quarter. The management expects that the hatchback and sedan may come under further pressure with the new launches that have happened recently in the industry. Lastly, Tata Motor has hiked its prices several times -- in April and July 2022 and in February, May, and July 2023. The total cumulative price hikes are about  3.4 percent. Balaji said that multiple factors, such as the brand, innovation and cost-saving programmes, shape the pricing decision. The company has overturned June 2022 quarter losses. Tata Motors recorded a  consolidated net profit of Rs 3,203 crore in the first quarter. At 2:00 pm, was quoting at Rs 643, trading 0.35 percent higher than the previous close on the NSE. In the last six months, the stock has gained 45 percent. ",2023-08-01T20:04:41+05:30,2023-08-01T20:04:41+05:30,,"Non-Market-Moving  
Reason: The information about Tata Motors' sales targets and growth in EV units is routine and does not present new, unexpected information that would materially change investor expectations.",Non-Market-Moving
Trade setup for Wednesday: Top 15 things to know before the opening bell,Sunil Shankar Matkar,"A short build-up was seen in 64 stocks, including Hero Motocorp, InterGlobe Aviation, DLF, Power Grid Corporation of India, and Maruti Suzuki India. An increase in OI along with a fall in price points to a build-up of short positions.",https://www.moneycontrol.com/news/business/markets/trade-setup-for-wednesday-top-15-things-to-know-before-the-opening-bell-47-11076251.html,"We have seen yet another rangebound session in the market on August 1, consistently facing resistance at 19,800, which experts feel can play a crucial role for the next upmove if the Nifty50 gives a decisive close above it. The immediate support is likely at 19,700, followed by 19,600 levels. Till then, they expect the rangebound and volatile trade to continue for coming sessions. The Nifty50 was settled at 19,734 on Tuesday, down 20 points and formed a bearish candlestick on the daily timeframe, but continued with higher highs and higher lows formation, which still gives some hope for rebound amid ongoing consolidation. The traded volume was above average for yet another session. ""The Nifty traded in a narrow range of 19,700-19,800, maintaining its overall bullish sentiment. It stayed above the critical near-term moving average (21-day EMA which is placed at 19,550), reinforcing the positive outlook,"" Rupak De, senior technical analyst at LKP Securities said. He believes that a hidden positive divergence on the daily chart indicates a potential bullish reversal in price momentum. ""Short-term prospects suggest a sideways to positive trend if the index stays above 18,550. A decisive move above 19,800 could drive the index towards the 20,000 mark,"" De said. The BSE Sensex closed at 66,459, down 68 points, but the broader markets maintained an uptrend, with the Nifty Midcap 100 and Smallcap 100 indices rising 0.03 percent and 0.68 percent respectively amid positive breadth. Three shares advanced for every two declining shares on the NSE. The pivot point calculator suggests that the Nifty may get support at 19,710, followed by 19,688 and 19,654. In case of an upside, 19,779 can be the key resistance followed by 19,801 and 19,836. On August 1, the Bank Nifty was also under pressure, falling 59 points to close at 45,593 after a volatile session. The index has formed a bearish candlestick pattern on the daily scale, but making a higher top, higher bottom formation. Experts still expect the rangebound trade to continue, unless it decisively breaks 45,800 on the higher side for upmove or 45,300 on the lower side for correction. ""The Bank Nifty index is currently engaged in a persistent battle between the bulls and bears, resulting in a consolidation phase. A notable resistance level can be observed at 45,800, and a decisive break above this resistance would potentially pave the way for further upside movements in the index,"" Kunal Shah, senior technical & derivative analyst at LKP Securities said. Conversely, he says that a significant support level is visible at 45,300. If the index breaks below this support level, it could signify the bears gaining full control, leading to potential downside movements towards 45,000-44,700 levels, Shah said. The pivot point calculator indicates that the Bank Nifty is likely to take support at 45,496, followed by 45,423 and 45,304. In the case of an upside, the initial resistance is at 45,735, followed by 45,808 and 45,927. As per the options data, we continued to the maximum weekly Call open interest (OI) at 19,800 strike, with 1.38 crore contracts, which can act as a key resistance for the Nifty. It was followed by 20,500 strike, which had 87.80 lakh contacts, while 19,900 strike had 80.3 lakh contracts. The meaningful Call writing was at 19,800 strike, which added 49.35 lakh contracts, followed by 19,900 and 20,100 strikes, which added 23.56 lakh and 18.92 lakh contracts, respectively. The maximum Call unwinding was seen at 19,600 strike, which shed 5.58 lakh contracts, followed by 20,400 and 19,500 strikes, which shed 5.12 lakh contracts, and 2.6 lakh contracts, respectively. On the Put side, the maximum open interest remained at 19,600 strike, with 97.89 lakh contracts. This can be an important support level for the Nifty50 in the coming sessions. It was followed by 19,700 strike, comprising 95.91 lakh contracts, and 19,500 strike, with 73.92 lakh contracts. We have seen the maximum Put writing at 19,700 strike, which added 16.09 lakh contracts, followed by 19,500 strike and 19,300 strikes, which added 14.14 lakh contracts and 11.99 lakh contracts, respectively. The meaningful Put unwinding was at 19,100 strike, which shed 11.19 lakh contracts, followed by 19,200 and 18,900 strikes, which shed 8.41 lakh contracts, and 3.53 lakh contracts, respectively. A high delivery percentage suggests that investors are showing interest in the stock. Bhati Airtel, Dabur India, Torrent Pharma, Hindustan Unilever, and Infosys were among the stocks that saw the highest delivery. Astral, Hindustan Copper, Britannia Industries, Escorts Kubota, and Berger Paints were among 37 stocks to see a long build-up. An increase in open interest (OI) and price indicate a build-up of long positions. Based on the OI percentage, 39 stocks, including ICICI Lombard General Insurance Company, Polycab India, Piramal Enterprises, Aditya Birla Capital, and REC saw long unwinding. A decline in OI and price indicate long unwinding. A short build-up was seen in 64 stocks, including Hero Motocorp, InterGlobe Aviation, DLF, Power Grid Corporation of India, and Maruti Suzuki India. An increase in OI along with a fall in price points to a build-up of short positions. Based on the OI percentage, 47 stocks were on the short-covering list. These included Navin Fluorine International, Coromandel International, Coforge, Dr Lal PathLabs, and Atul. A decrease in OI along with a price increase is an indication of short-covering. : Promoter Kushal Pal Singh has sold his entire 1.45 crore shares, which is equivalent to 0.59 percent of paid-up equity, via open market transactions, at an average price of Rs 504.21 per share. The stake sale was worth Rs 730.87 crore. ( ) Titan Company, Ambuja Cements, Hindustan Petroleum Corporation, InterGlobe Aviation, Mankind Pharma, Godrej Properties, Aditya Birla Capital, Adani Wilmar, Engineers India, Firstsource Solutions, Fusion Micro Finance, Gateway Distriparks, Gujarat Gas, Indian Overseas Bank, Metropolis Healthcare, Narayana Hrudayalaya, Quess Corp, Sapphire Foods India, Sheela Foam, Strides Pharma Science, Vaibhav Global, and VIP Industries will be in focus ahead of quarterly earnings on August 2. The company has received a limited notice to proceed with an engineering, construction and procurement order worth Rs 360 crore for a project in India. This is in addition to the new order value of Rs 466 crore that the company reported in Q1 FY24. : The country's largest car maker has announced production of more than 1.86 lakh vehicles in the month of July 2023, up nearly 1 percent over the production of 1.85 lakh vehicles in the same period last year. This data included production by Suzuki Motor Gujarat. : The two-and-three-wheeler company has recorded sales volume at 3.26 lakh units for July 2023, which came in slightly above analysts' estimates, increasing by 4 percent compared to the year-ago month. Two-wheeler sales volume rose 4 percent YoY to 3.12 lakh units, while electric vehicle sales doubled to 13,306 units against 6,304 units during the same period. : The state-owned electric services company has received board approval for the implementation of an 85 MW solar PV power project at Nagda in Madhya Pradesh. The estimated cost of the project is Rs 554.91 crore. The country's second-largest commercial vehicle maker has announced sales of 15,068 units for July 2023, better than analysts' estimates, rising 10.6 percent over the corresponding period last year. Medium and heavy commercial vehicle sales increased by 17 percent to 9,571 units, and light commercial vehicle sales rose by 0.4 percent to 5,497 units during the same period. The automobile company has announced sales volume data of its Royal Enfield. Total sales grew by 32 percent year-on-year to 73,117 motorcycles, driven by domestic sales which surged 42 percent YoY to 66,062 units, but exports dropped 22 percent to 7,055 units during the same period. The energy and environment solutions provider has reported a 0.1 percent year-on-year decline in consolidated profit at Rs 58.88 crore for the quarter ended June FY24 despite strong operating numbers and topline, dented by provisions of Rs 50.63 crore related to litigation. Revenue from operations jumped 16.83 percent YoY to Rs 1,933 crore in Q1FY24. Foreign institutional investors (FII) sold shares worth Rs 92.85 crore, while domestic institutional investors (DII) bought Rs 1,035.69 crore worth of stocks on August 1, provisional data from the National Stock Exchange (NSE) shows. The NSE has added Hindustan Copper to its F&O ban list for August 2, while retaining Piramal Enterprises, and Indiabulls Housing Finance in the said list. Securities banned under the F&O segment include companies where derivative contracts have crossed 95 percent of the market-wide position limit.",2023-08-01T21:11:33+05:30,2023-08-01T21:12:53+05:30,,"Non-Market-Moving  
Reason: The article discusses market conditions and technical levels without providing new or unexpected information that would materially change investor expectations.",Non-Market-Moving
Chairman Emeritus Kushal Pal Singh offloads shares worth Rs 731 crore in DLF,Sunil Shankar Matkar,Kushal Pal Singh and his group's shareholding in the real estate company was 74.95 percent as of June 2023.,https://www.moneycontrol.com/news/business/markets/chairman-emeritus-kushal-pal-singh-offloads-shares-worth-rs-731-crore-in-dlf-11076501.html,"Chairman Emeritus Kushal Pal Singh has offloaded his entire personal holding in the DLF, the country's largest real estate developer, via open market transactions on August 1. As per the bulks deal data, , the retired chairman of the company, has sold 1.45 crore shares, which is equivalent to 0.59 percent of paid-up equity, on the BSE. The above shares, which were sold at an average price of Rs 504.21 per share, were worth Rs 730.87 crore. 's total market capitalisation was Rs 1.24 lakh crore. Kushal Pal Singh and his group's shareholding in the real estate company was 74.95 percent as of June 2023. DLF share price on the NSE settled at Rs 499.70, down 3.7 percent with higher volumes, but has taken a support at 21-day EMA (exponential moving average placed at Rs 499). Meanwhile, last week, DLF registered a 12.2 percent year-on-year growth in consolidated profit at Rs 528 crore for the quarter ended June FY23 despite weak operating margin, driven by a fall in finance cost & other expenses and higher other income. However, revenue from operations on consolidated basis declined 1.3 percent on-year to Rs 1,423.2 crore for the quarter, with new sales bookings at Rs 2,040 crore. Even the operating numbers were weak as the EBITDA (earnings before interest, tax, depreciation and amortisation) fell by 4.2 percent year-on-year to Rs 396.2 crore with margin falling 90 bps to 27.8 percent in Q1FY24. DLF said they continued to focus on strengthening its balance sheet and cash generation. ""Strong collections led to a further reduction in net debt during the quarter. Consequently, net debt now stands reduced to the lowest ever at Rs 57 crore,"" it said. DLF Cyber City Developers, the commercial properties developer and the flagship company of DLF Group, recorded a 21 percent year-on-year growth in profit at Rs 391 crore for June FY24 quarter. Its consolidated revenue came in at Rs 1,412 crore, reflecting YoY growth of 12 percent. ",2023-08-01T21:20:04+05:30,2023-08-01T21:33:21+05:30,,"Non-Market-Moving  
Reason: The sale of shares by a retired chairman is routine information and likely already priced into the market, as it does not indicate any fundamental change in the company's operations or outlook.",Non-Market-Moving
